115,138,1
130,138,1
174,140,1
180,140,1
174,148,1
178,149,1
116,139,2
130,147,2
176,144,4
151,144,5
172,143,5
120,148,5
115,152,1
162,172,1
115,168,1
115,160,1
162,167,1
140,160,2
119,168,4
70,209,1
115,184,1
115,199,1
115,191,1
116,199,2
117,206,3
117,200,3
163,183,1
163,187,1
165,194,1
190,209,1
190,200,1
182,193,2
164,193,2
118,204,5
182,191,3
217,206,4
12,240,1
116,223,1
163,225,1
163,237,1
163,229,1
163,233,1
190,229,1
190,234,1
190,213,1
190,221,1
190,238,1
190,225,1
282,220,1
117,224,3
117,215,3
427,240,1
716,239,2
82,243,1
104,270,1
76,269,1
133,241,1
163,241,1
163,254,1
163,250,1
163,258,1
163,270,1
190,242,1
190,246,1
190,250,1
190,270,1
190,258,1
190,254,1
223,262,1
76,270,2
244,254,1
231,256,2
247,247,2
246,263,2
106,269,3
296,269,1
245,248,3
329,264,1
308,260,1
323,268,1
310,268,1
314,242,1
91,248,5
117,247,5
309,267,2
334,268,1
338,252,1
332,241,1
245,250,4
303,247,2
317,268,2
358,258,1
320,258,2
377,244,1
309,258,2
392,267,1
408,243,1
393,244,1
225,255,5
437,241,1
461,241,1
481,259,1
502,256,1
341,260,2
505,245,1
242,249,5
333,267,2
385,245,2
305,247,3
329,244,3
332,242,2
311,266,3
515,244,1
394,245,2
553,267,1
545,245,1
556,246,1
426,241,2
480,257,2
476,244,2
503,255,2
373,245,3
377,246,3
312,264,4
342,244,3
357,245,3
332,266,3
393,246,3
538,263,2
529,264,2
537,246,2
406,245,3
424,242,3
545,246,2
462,243,3
465,245,3
451,244,3
679,251,1
311,247,5
415,257,4
528,248,3
578,251,3
429,258,4
553,265,3
700,251,1
558,248,3
692,250,1
716,249,1
480,249,4
468,257,4
679,252,2
364,248,5
343,246,5
420,247,5
408,248,5
394,249,5
442,247,5
475,249,5
506,250,5
560,264,4
662,253,3
679,253,3
669,253,3
600,249,5
576,252,5
735,266,1
537,249,5
634,254,5
766,270,1
728,247,2
666,255,5
755,264,2
766,269,2
28,300,1
33,300,1
697,257,5
716,256,5
718,268,5
81,287,1
74,285,1
91,290,1
756,263,3
739,259,4
30,300,2
90,289,2
74,284,2
82,287,2
735,258,5
832,263,5
76,271,3
93,272,3
766,262,5
862,262,5
892,262,5
912,263,5
937,263,5
88,287,4
92,275,4
238,277,1
228,273,1
233,273,1
190,279,1
190,275,1
190,287,1
190,291,1
190,299,1
190,295,1
190,283,1
79,277,5
338,284,1
305,279,1
345,296,1
327,300,1
387,284,1
389,279,1
417,296,1
346,291,2
306,294,2
463,276,1
457,298,1
306,279,2
416,296,2
533,280,1
529,288,1
529,300,1
547,274,1
559,299,1
546,299,1
548,291,1
558,277,1
336,281,3
553,292,1
541,300,1
552,300,1
464,275,2
456,299,2
307,281,3
307,293,3
586,285,1
578,285,1
575,298,1
579,293,1
593,284,1
527,298,2
331,299,4
545,278,2
568,279,2
562,289,2
553,290,2
559,300,2
550,300,2
465,274,3
442,298,4
580,294,2
587,284,2
401,299,4
593,283,2
310,287,5
330,296,5
236,277,6
570,278,3
557,288,3
643,279,1
343,290,6
343,295,6
661,294,1
684,281,1
669,294,1
589,283,3
676,299,1
696,282,1
703,282,1
693,294,1
696,287,1
606,283,2
649,292,2
643,278,2
732,300,1
727,278,1
726,294,1
780,277,1
589,281,4
766,297,1
684,280,2
576,281,4
774,297,1
675,295,2
782,295,1
796,294,1
710,294,2
868,295,1
650,293,3
895,289,1
883,289,1
884,296,1
747,300,2
781,276,2
902,297,1
908,298,1
937,299,1
708,295,3
699,296,3
640,276,4
25,312,1
746,299,3
782,276,3
928,300,2
919,299,2
956,279,2
951,291,2
954,280,2
708,297,4
820,299,3
32,312,1
46,311,1
53,311,1
39,311,1
723,272,4
794,280,4
784,275,4
920,300,3
694,298,5
811,282,4
830,282,4
897,286,4
61,303,1
89,326,1
88,302,1
82,327,1
68,327,1
75,327,1
101,327,1
101,312,1
911,285,4
938,284,4
134,329,1
163,316,1
202,310,1
218,320,1
217,315,1
305,330,1
305,302,1
328,308,1
202,311,2
193,307,2
333,309,1
354,315,1
305,329,2
305,320,2
210,308,3
196,329,3
437,303,1
434,323,1
426,309,1
445,325,1
473,327,1
454,317,1
459,317,1
380,310,2
99,312,6
99,327,6
99,317,6
99,320,6
99,324,6
198,323,5
333,307,4
479,327,2
502,315,1
496,313,1
525,316,1
380,307,4
216,319,6
303,321,6
303,329,6
303,302,6
544,315,1
568,302,1
561,310,1
489,326,2
498,324,2
588,316,1
586,328,1
576,323,1
519,303,2
511,319,2
536,314,2
618,312,1
632,312,1
702,312,1
681,328,1
675,328,1
701,324,1
698,330,1
715,330,1
665,309,1
675,317,1
736,320,1
736,316,1
727,306,1
737,310,1
748,301,1
545,314,2
554,315,2
566,316,2
543,301,2
499,323,3
576,322,2
522,314,3
755,302,1
480,329,5
784,324,1
804,324,1
796,321,1
789,329,1
795,329,1
637,310,2
692,314,2
713,301,2
675,329,2
664,317,2
727,308,2
724,329,2
736,319,2
543,303,3
738,301,2
557,302,3
733,301,2
501,321,4
856,319,1
847,303,1
863,316,1
858,305,1
820,324,1
833,301,1
849,316,1
858,324,1
523,314,4
797,330,2
797,305,2
784,323,2
665,306,3
701,328,3
543,312,4
729,308,3
502,316,5
577,320,4
890,303,1
871,328,1
879,303,1
876,328,1
898,303,1
865,305,2
523,309,5
798,306,3
718,319,4
544,309,5
734,316,4
603,305,5
576,314,5
871,320,2
875,327,2
879,304,2
802,330,4
702,330,5
715,319,5
731,310,5
839,315,4
818,313,4
872,305,3
872,321,3
789,316,5
18,337,1
26,337,1
25,345,1
48,350,1
34,340,1
869,308,5
80,350,1
88,350,1
97,349,1
76,351,1
949,301,2
955,301,2
146,339,1
151,350,1
172,334,1
206,337,1
194,347,1
211,357,1
222,354,1
198,332,1
228,349,1
231,331,1
218,355,1
66,353,2
78,351,2
253,339,1
266,350,1
252,353,1
27,349,3
926,302,4
293,343,1
273,352,1
198,331,2
109,338,3
302,352,1
310,352,1
313,352,1
326,353,1
327,359,1
274,352,2
280,357,2
353,344,1
359,344,1
329,334,2
44,357,5
213,336,4
358,335,2
178,351,5
307,338,3
382,355,1
387,355,1
407,354,1
413,354,1
418,354,1
392,355,1
397,355,1
209,331,5
74,350,6
443,352,1
438,353,1
447,352,1
428,353,1
433,353,1
441,342,1
473,350,1
468,333,1
475,334,1
482,334,1
490,334,1
453,344,1
463,339,1
460,332,1
452,352,1
466,351,1
457,352,1
487,344,1
498,335,1
504,360,1
511,360,1
517,360,1
584,333,1
426,341,2
482,344,2
485,344,2
473,346,2
473,349,2
617,358,1
619,336,1
606,344,1
612,344,1
630,335,1
